Employer,Job_title,Company_location,Wages,Experience,description,Job_Location,Company_description,role_Responsibilities,role_Requirements,Start_date,Posting_date
OCP,Manager,Casablanca,80-90k,7+ years,"- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","Casablanca, Morocco","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Sunday, October 22, 2023","Thursday, August 31, 2023"
Kering,HR manager,"Paris, France",120 000 eur,+10 years,"- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat",Paris France,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","Tuesday, September 05, 2023","Sunday, August 27, 2023"
IKEA,Manager,"Delft, Netherlands",50-75k EUR,5-7 y,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Delft, Netherlands","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Sunday, November 05, 2023","Thursday, October 26, 2023"
Ben & Jerry's,Sales manager,Burlington VT USA,,10 years,"- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat",Burlington VT USA,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Saturday, February 24, 2024","Wednesday, January 17, 2024"
Meta,Manager,"Menlo Park, California, USA",,6-10,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","Menlo Park, California, USA","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","Monday, December 18, 2023","Wednesday, November 29, 2023"
Glovo Spain,Ops Lead,"Madrid, Spain", 135-150 000 eur,12 years,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Friday, January 05, 2024","Saturday, November 25, 2023"
Tiktok,Analyst,"Beijing, China",,2 years,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.",,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Wednesday, February 21, 2024","Wednesday, January 31, 2024"
AWS,Lead e commerce,"Seattle, Washington, US",,12 years,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Boston, MA, US","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","Thursday, April 04, 2024","Saturday, March 09, 2024"
Carrefour,Senior Analyst,"Paris, IDF, France",45-65k eur,4-5 years,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.",HQ,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","Sunday, August 06, 2023","Monday, June 12, 2023"
Ikea,Manager,Netherlands,95 000 à 120 000 eur,7+ years,"- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat",Netherlands,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Sunday, September 10, 2023","Monday, August 07, 2023"
Carrefour,Sales analyst,"Massy-Palaiseau, France", 21 000 Eur,1-3y,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.",,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","Sunday, January 21, 2024","Thursday, January 11, 2024"
IKEA,Directeur,Netherlands, 135-150 000 eur,12 years,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","Monday, October 30, 2023","Saturday, September 16, 2023"
IKEA,Team leader,"Delft, Netherlands",95 000 à 120 000 eur,7-9,"- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","Delft, Netherlands","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Friday, December 22, 2023","Wednesday, November 22, 2023"
Azure,Senior Analyst,"Redmond, WA, US",,3-4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Chicago, Denver","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Saturday, September 09, 2023","Monday, August 28, 2023"
